in need of,~가 필요한
desperate,"필사적인, 절박한"
the British,영국 사람들
proper,"제대로 된, 적절한"
ease,완화시키다
crisp,감자 칩; 바삭바삭한 (것)
craving,"갈망, 욕구"
serve,"(음식을) 제공하다, 내다"
landlord,"임대주, 집주인"
contribution,"기부; 공헌, 기여"
afford,(~의 경제적) 형편[여유]이 되다
extremely,대단히; 극단적으로
appreciate,"감사하다, 고맙게 여기다"
lower,"낮추다, 줄이다"
loan payment,대출상환금
community,"공동체, 지역사회"
rise up,"들고 일어나다, 봉기하다"
live out,(생각만 하던 것을) 실행하다
hold,"간주하다, 여기다"
self-evident,"자명한, 따로 증명할 필요가 없는"
equal,"평등한, 동등한"
judge,"판단하다, 평가하다"
character,"인격; 성격, 개성"
memorial,기념관
march,행진
human right,인권
peaceful,평화적인
protest,"시위, 항의"
civil right,시민권
act,"법률, 법"
ban,금지하다
discrimination,차별
participant,참가자
beyond,"~ 너머, ~를 벗어나"
reality,현실
society,사회
front line,최전방
pioneer,(새로운 분야의) 개척자
volunteer,"자원하다, 자진하다"
mission,임무
contribution,"기여, 이바지"
space,우주; 공간
vision,"상상(력), 비전"
atmosphere,대기
planet,행성
journey,"여행, (길고 힘든) 여정"
abandoned dog,유기견
abandon,"버리다, 유기하다"
launch,(우주선 등을) 발사 하다
orbit,궤도
aboard,"~을 타고, (배, 항공기)에 승선[탑승]하여"
intend,"의도하다, ~할 작정이다"
reentry,"(인공위성 등의 대기권) 재진입, 재돌입"
last,지속되다; 존속시키다
turn out,~임이 밝혀지다
barely,가까스로. 간신히
leap,도약
mankind,인류
rocket,"로켓으로 날다, 치솟다"
flight,비행(편)
tiny,아주 작은
Mercury,수성
spacecraft,우주선
handle,손잡이
in response to,"~에 반응하여, ~에 답하여"
prove,"입증하다, 증명하다"
astronaut,우주비행사
fulfill,"이루다, 성취하다"
exploration,"탐험, 탐사"
away from,~에서 벗어나
owe A B,A에게 B를 빚지다
involuntary,"비자발적인, 강제의"
victim,희생자
conclude,결론짓다
unit5,
record,"기록하다, 녹음[녹화]하다"
secret agent,"비밀 요원, 정보원"
walk,산책시키다; 걷다
thrill,전율(시키다)
stunt,"곡예, 아슬아슬한 재주"
mark,"자국, 표"
guard,호위[경호]하다
sturdy,"건장한, 튼튼한"
require,~을 요구하다
glasswork,유리 제품[세공]
philosophy,철학
race,경주
take place,"일어나다, 열리다"
in spite of,~에도 불구하고
above,~ 위로
horizon,"수평선, 지평선"
decorate A with B,A를 B로 장식하다
debate,"토론(하다), 논쟁(하다)"
pollution,"오염, 공해"
mine,채굴하다; 광산
ground,"땅바닥, 지면"
collapse,붕괴
explosion,폭발
hurricane,"허리케인, 폭풍우"
ruin,망치다
acre,에이커(면적의 단위)
sugar cane,사탕수수
crop,"농작물, 수확물"
overwhelm,압도하다
majestic,장엄한
scenery,"풍경, 경관"
be allowed to-v,~하는 것이 허용되다
approach,"~에 접근하다, 다가가다"
delete,"삭제하다, 지우다"
complete,"완료하다, 끝마치다; 완전한"
contestant,"참가자, 경쟁자"
sweet(s),단것
immediately,"즉시, 곧바로"
ensure,"보장하다, 확실히 하다"
access,접근; 접속
raise,"(기금을) 모으다, 조성하다"
rat,쥐(생쥐(mouse)보다 몸집이 크고 꼬리가 긴 쥐)
involve,"관여시키다, 참여시키다"
Red Cross,적십자
decade,10년
a number of,"많은 ~, 다수의 ~"
fine,(벌금)을 부과하다
require,"~을 요구하다, ~할 필요가 있다"
submit,제출하다
fire,해고하다
schedule,"일정을 잡다, ~로 예정하다"
take place,"열리다, 행해지다"
cancel,취소하다
tale,"이야기, 설화"
supernatural,초자연적인
be based on,~에 기초하다
suspect,용의자
be made up of,~로 구성되다
sacrifice,희생
be lined with,~이 늘어서 있다
oak tree,떡갈나무
turn into,~로 변신하다
against,~에 반하여
will,의지
guardian,보호자; 감시자
lay off,정리 해고하다
rehire,다시 고용하다
view of life,"인생관, 인생을 바라보는 관점"
daytime,낮 시간
alert,"정신이 초롱초롱한, 경계하는"
extensive,"대대적인, 광범위한"
Atlantic,대서양(의)
coast,해안
suffer from,"~을 겪다, ~로 고통받다"
starting pitcher,선발 투수
the solar system,태양계
solar,태양의
dozens of,수십 개의 ~
moon,위성(행성의 인력에 의하여 그 둘레를 도는 천체)
comet,혜성
asteroid,소행성
call for,~을 요구하다
thorough,철저한
investigation,조사
recent,최근의
part-time,시간제의
employee,"직원, 종업원"
design,"고안하다, 설계하다"
durability,내구성
occur to,~에게 (생각이) 떠오르다
schoolwork,학업
demand,요구하다
thief,도둑
drive away,차로 달아나다
van,"승합차, 밴"
(be) scheduled to-v,~하기로 예정되어 있는
release,(신상품을) 출시하다
abroad,"해외에, 해외로"
expect,"예상하다, 기대하다"
attract,"끌어당기다, ~를 매료하다"
be known as,~로 알려지다
health care,"의료 서비스, 보건"
zip,쌩하고 가다; 지퍼로 잠그다
hallway,복도
motorized,엔진을 단
comfort,"위안, 안락함"
be known as,~로 알려져 있다
social,사교적인(=sociable); 사회적인
design,고안하다
interact,"상호작용하다, 교류하다"
movement,"움직임, 동작"
frown,"찌푸리다, 찡그리다"
compliment,칭찬하다; 찬사
blink,깜빡이다
command,"명령(하다), 지시(하다)"
resident,거주자
nursing center,"양로원, 요양원"
punch line,"농담 중 정곡을 찌르는 부분, 급소를 찌르는 명언"
lead,"선두의, 제일 중요한"
command,명령하다; (언어를) 자유자재로 구사하다
replace,대체하다
workforce,노동력
frontier,"(학문, 연구의) 미개척 분야, 최전선"
genetics,유전학
publish,출판하다
peer-reviewed,동료의 평가[심사]를 받는
gene,유전자
genetic,유전(학)의
genome,게놈(세포나 생명체의 유전자 총체)
genomic,게놈[유전체]의
relating to,~에 관하여
domain,"영역, 분야"
livestock,가축
open-access,누구나 접근할[이용할] 수 있는
journal,"학술지, 신문, 잡지"
outstanding,"뛰어난, 두드러진"
at the front of,~의 선두에
newly conducted,새로이[최근에] 진행된
academic,"학자, 교수; 학문적인"
policy,정책
impact,"영향, 충격"
biological,생물학적인
document,서류(로 기록하다)
majority,대다수
major,"주요한, 중대한"
era,시대
cover,"(연구, 주제를) 다루다, 포함하다"
section,부문
original,"최초의, 원래의; 독창적인"
consist of,~로 구성되다
spectrum,"영역, 범위; (빛의) 스펙트럼"
clinically,임상적으로
apply,적용하다
tend to-v,~하는 경향이 있다
idle,"빈둥거리는, 한가한"
idly,하릴없이
folk,사람들
indicate,"(간접적으로) 시사하다, 암시하다"
either A or B,A와 B 둘 중 하나
instruct,지시하다
fill out,"(양식서 등을) 작성하다, 기입하다"
location,"위치, 장소"
distant,"먼, 멀리 떨어진"
questionnaire,설문지
scale,"등급, 단계"
spot,"지점, 장소"
report,"보고하다, 전하다"
idleness,빈둥거림
rather,"오히려, 반대로"
the key to,~에 이르는 열쇠[핵심]
a couple of,"두서너 개의 ~, 둘의"
racist,인종 차별의; 인종 차별주의자
incident,"(범죄, 사고 등의) 사건"
disturbing,불안감을 주는 교란시키는
forum,"포럼, (공공 문제에 관한) 공개 토론회"
division,분열; 분할
recommend,권고하다; 추천하다
recommendation,권고; 추천(사항)
wannabe,"꿈꾸는, 되고 싶어 하는"
fixer,해결사
identify,"알아내다, 찾아내다"
be known as,~로 알려져 있다
make a list,명단을 만들다
diversity,다양성
proper,"적절한, 적합한"
matter,"문제, 일, 사태"
figure out,알아내다
be willing to-v,기꺼이 ~하다
scenario,"(미래에 가능한 일을 묘사하는) 시나리오, 각본"
ally,협력자; 동맹
administration,행정부
present,"(정식으로) 소개하다, (생각·의견 등을) 내놓다"
field,"분야, 영역; 들판"
form,"결성하다, 형성하다; 형태"
fruitless,결실 없는
unit6,
hatch,"알을 까고 나오다, 부화되다"
have trouble v-ing,~하는 데 어려움이 있다
apply,적용하다
willing,"마음먹는 것, 의지"
material,"자료, 재료"
